HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result
Monza,Juventus,A,1.0,7.0,7.0,3.0,0.6367060657228211,0.9779551122194513,0.9779551122194513,0.12734121314456423,-1
Darmstadt,FC Koln,A,1.0,6.0,1.0,6.0,0.2547012987012987,0.8148579026092737,0.4889147415655642,1.7829090909090908,-1
Stuttgart,Werder Bremen,H,6.0,3.0,6.0,7.0,1.4011428571428572,1.4667996011964108,0.9778664007976071,1.2737662337662339,1
Ath Bilbao,Vallecano,H,4.0,3.0,7.0,2.0,1.910542716177616,1.6301096709870389,0.6520438683948155,0.25473902882368216,1
Stuttgart,Werder Bremen,H,6.0,3.0,6.0,7.0,1.2732935375032441,1.3043536058491194,0.6521768029245597,1.0186348300025954,1
RB Leipzig,Heidenheim,H,8.0,1.0,5.0,3.0,2.2918007265179035,0.3261548687271519,0.9784646061814555,1.7825116761805915,1
Nantes,Nice,H,4.0,6.0,5.0,6.0,0.25463035019455255,0.32616713739823894,0.4892507060973584,0.0,1
Arsenal,Wolves,H,6.0,3.0,4.0,0.0,2.1645182207236413,0.3262335936202027,1.3049343744808108,1.4005706134094151,1
Brentford,Luton,H,6.0,1.0,7.0,5.0,1.14585764294049,0.9787375415282392,0.6524916943521596,1.2731751588227667,1
Nott'm Forest,Everton,A,2.0,3.0,4.0,3.0,1.2729393468118197,1.3050323866467364,1.3050323866467364,0.7637636080870918,-1
Real Madrid,Granada,H,4.0,0.0,6.0,0.0,1.7824779678589944,0.32627034207904354,0.32627034207904354,1.2731985484707102,1
Newcastle,Man United,H,4.0,1.0,7.0,3.0,1.7823788546255503,0.32633676519428767,1.6316838259714381,0.12731277533039648,1
M'gladbach,Hoffenheim,H,3.0,5.0,6.0,3.0,1.782510687912942,0.6528063766190635,1.7952175357024245,1.0185775359502527,1
Bochum,Wolfsburg,H,9.0,6.0,6.0,6.0,0.8912058023572076,1.468869334218828,0.8160385190104599,2.1643569485817897,1
Girona,Valencia,H,5.0,3.0,3.0,2.0,1.145624029000518,0.652855245683931,1.1424966799468792,1.90937338166753,1
Lens,Lyon,H,7.0,7.0,3.0,6.0,1.400129433083096,0.16321991701244812,0.32643983402489624,0.6364224695832255,1
Burnley,Sheffield United,H,7.0,3.0,6.0,1.0,0.381782895588045,1.9583872573419612,0.4895968143354903,1.908914477940225,1
Girona,Valencia,H,5.0,3.0,3.0,2.0,0.7632273079906904,0.4896963663514186,1.1426248548199767,2.035272821308508,1
Genoa,Empoli,D,1.0,1.0,5.0,3.0,0.5087900723888314,0.16323822163238225,0.9794293297942933,0.5087900723888314,0
Real Madrid,Granada,H,4.0,0.0,6.0,0.0,1.5264831329972859,0.32648863824846575,0.32648863824846575,1.2720692774977382,1
Genoa,Empoli,D,1.0,1.0,5.0,3.0,0.6359994831373562,0.16327749212141318,0.8163874606070659,0.6359994831373562,0
Lazio,Cagliari,H,5.0,2.0,4.0,3.0,0.6360465116279069,0.32656716417910453,0.9797014925373134,1.3993023255813954,1
Milan,Frosinone,H,3.0,3.0,6.0,7.0,0.2544374111871851,0.4899502487562189,1.1432172470978441,1.7810618783102956,1
Newcastle,Man United,H,4.0,1.0,7.0,3.0,1.3991477272727273,0.326645664068977,1.306582656275908,0.1271952479338843,1
Nott'm Forest,Everton,A,2.0,3.0,4.0,3.0,1.0176371852808264,1.1434919582158845,1.4702039462775658,0.5088185926404132,-1
Burnley,Sheffield United,H,7.0,3.0,6.0,1.0,0.8906132989025176,1.306896551724138,0.3267241379310345,2.1629180116204,1
Brentford,Luton,H,6.0,1.0,7.0,5.0,1.1445677419354838,1.1437665782493367,0.49018567639257293,1.398916129032258,1
Arsenal,Wolves,H,6.0,3.0,4.0,0.0,2.288714046175674,0.4902038786673297,1.1438090502237692,1.525809364117116,1
Ath Bilbao,Vallecano,H,4.0,3.0,7.0,2.0,2.034300451321728,1.6340735830294995,0.3268147166058999,0.508575112830432,1
Lens,Lyon,H,7.0,7.0,3.0,6.0,1.6523521072303133,0.32688100762346706,0.6537620152469341,0.8897280577393993,1
Nantes,Nice,H,4.0,6.0,5.0,6.0,0.1270806493171863,0.32683896620278335,0.32683896620278335,0.1270806493171863,1
Osasuna,Sociedad,D,3.0,5.0,1.0,8.0,1.0167203400747133,1.634526176275679,1.7979787939032472,1.0167203400747133,0
Milan,Frosinone,H,3.0,3.0,6.0,7.0,0.6354971664090675,0.49037601457677654,1.1442107006791453,1.9064914992272024,1
Lazio,Cagliari,H,5.0,2.0,4.0,3.0,0.38122827346465815,0.0,0.9807883405101026,1.1436848203939745,1
Osasuna,Sociedad,D,3.0,5.0,1.0,8.0,0.889598352214212,1.7984763166611462,1.7984763166611462,0.889598352214212,0
Bochum,Wolfsburg,H,9.0,6.0,6.0,6.0,1.1438537778349853,1.1445272396092068,0.8175194568637192,2.160612691466083,1
M'gladbach,Hoffenheim,H,3.0,5.0,6.0,3.0,1.7790015440041174,0.4905298013245033,1.47158940397351,1.0165723108594957,1
RB Leipzig,Heidenheim,H,8.0,1.0,5.0,3.0,2.541291484435297,0.4905479225293825,1.144611819235226,1.7789040391047077,1
Barcelona,Ath Madrid,H,2.0,4.0,7.0,2.0,0.8894032921810698,0.981132075471698,1.6352201257861634,0.5082304526748971,1
Monaco,Montpellier,H,9.0,4.0,8.0,2.0,1.3977369165487978,0.6542204568023834,0.4906653426017875,1.2706699241352708,1
Brest,Clermont,H,7.0,1.0,4.0,2.0,0.8894202339632343,1.3087057265806026,0.6543528632903013,0.3811801002699576,1
Le Havre,Paris SG,A,7.0,5.0,9.0,2.0,0.0,0.3272426348891096,2.454319761668322,0.635183757388846,-1
West Ham,Crystal Palace,D,3.0,2.0,2.0,3.0,1.0164996144949885,1.3088021178027798,0.9816015883520848,1.0164996144949885,0
Bournemouth,Aston Villa,D,7.0,3.0,7.0,7.0,1.143646408839779,0.6544251447477255,0.8180314309346568,0.8895027624309392,0
Leverkusen,Dortmund,D,6.0,2.0,16.0,1.0,1.9059730250481695,0.327170497767488,1.7994377377211843,1.3977135517019912,0
Mallorca,Alaves,D,3.0,4.0,5.0,4.0,0.3812227074235808,0.49077380952380945,0.8179563492063492,1.1436681222707423,0
Augsburg,Ein Frankfurt,H,4.0,6.0,2.0,4.0,1.1438993064474698,1.3089947089947092,2.1271164021164024,0.6354996146930387,1
Almeria,Betis,D,8.0,2.0,4.0,6.0,0.8896507447354904,2.127194577616135,0.8181517606215903,0.6354648176682075,0
Sevilla,Villarreal,D,4.0,4.0,8.0,4.0,0.7627118644067796,0.9819804926434121,1.3093073235245496,1.2711864406779663,0
Man City,Tottenham,D,4.0,4.0,10.0,8.0,2.034048016433432,0.8183471074380165,1.145685950413223,0.7627680061625369,0
Toulouse,Lorient,D,6.0,5.0,3.0,4.0,0.8897330595482545,0.9817280687262514,0.4908640343631257,0.8897330595482545,0
Chelsea,Brighton,H,5.0,9.0,5.0,8.0,1.2711407673553188,2.2907829534192268,1.4726461843409318,1.0169126138842552,1
Marseille,Rennes,H,2.0,0.0,1.0,6.0,0.7625448948178553,0.0,0.32721268163804496,1.016726526423807,1
Lille,Metz,H,6.0,4.0,6.0,1.0,0.8895870736086176,0.3272787318361955,1.4727542932628797,1.0166709412669916,1
Toulouse,Lorient,D,6.0,5.0,3.0,4.0,0.6353846153846154,1.1457067371202112,0.16367239101717304,0.6353846153846154,0
Monaco,Montpellier,H,9.0,4.0,8.0,2.0,1.2708627099089862,0.3273567772824831,0.0,1.5250352518907833,1
Brest,Clermont,H,7.0,1.0,4.0,2.0,1.1437139561707037,1.3096912663034506,0.32742281657586264,0.6353966423170575,1
Le Havre,Paris SG,A,7.0,5.0,9.0,2.0,0.0,0.3274888558692422,2.2924219910846952,0.5082244427363567,-1
Mallorca,Alaves,D,3.0,4.0,5.0,4.0,0.25416346400204975,0.32744677339494965,0.6548935467898993,1.016653856008199,0
Marseille,Rennes,H,2.0,0.0,1.0,6.0,1.0168588265436844,0.0,0.32751279088958574,1.2710735331796055,1
Almeria,Betis,D,8.0,2.0,4.0,6.0,0.5084016393442623,1.637894041921109,0.6551576167684436,0.5084016393442623,0
Barcelona,Ath Madrid,H,2.0,4.0,7.0,2.0,0.8898821721311475,0.9829344776365737,1.3105793035154316,0.6356301229508197,1
Napoli,Inter,A,4.0,4.0,6.0,4.0,0.6356767831988731,1.4746987951807229,1.4746987951807229,0.5085414265590985,-1
Sassuolo,Roma,A,2.0,7.0,1.0,11.0,0.7629658086822897,1.3104585945232596,0.6552292972616298,0.38148290434114485,-1
Udinese,Verona,D,6.0,4.0,5.0,3.0,0.763021766965429,0.9827176781002638,0.1637862796833773,0.763021766965429,0
Fiorentina,Salernitana,H,9.0,1.0,3.0,2.0,0.5085882503519775,0.9824295368386352,0.6549530245590902,1.1443235632919493,1
Lecce,Bologna,D,4.0,4.0,6.0,3.0,0.6356192425793245,1.1463985495302456,0.982627328168782,1.0169907881269191,0
Sevilla,Villarreal,D,4.0,4.0,8.0,4.0,0.6356658564666752,0.8188859591298616,1.473994726433751,1.3984648842266856,0
Lecce,Bologna,D,4.0,4.0,6.0,3.0,0.6357124584292658,1.146482122260669,0.8189158016147636,0.8899974418009721,0
Lille,Metz,H,6.0,4.0,6.0,1.0,1.0172144775546745,0.32757825370675453,1.3103130148270181,1.0172144775546745,1
Udinese,Verona,D,6.0,4.0,5.0,3.0,0.890014064697609,1.1467545304777593,0.4914662273476112,0.890014064697609,0
Mainz,Freiburg,A,6.0,5.0,14.0,3.0,0.7627300613496932,1.4739667380207477,0.6550963280092212,1.6525817995910022,-1
Napoli,Inter,A,4.0,4.0,6.0,4.0,0.5085889570552148,1.4740204148831084,1.4740204148831084,0.5085889570552148,-1
Sassuolo,Roma,A,2.0,7.0,1.0,11.0,0.8902096114519428,1.3098568372552248,0.3274642093138062,0.38151840490797545,-1
Augsburg,Ein Frankfurt,H,4.0,6.0,2.0,4.0,1.2718210862619808,1.145977956900806,1.8008225037012666,0.7630926517571884,1
Fiorentina,Salernitana,H,9.0,1.0,3.0,2.0,0.8902261402836336,0.6548684210526317,0.6548684210526317,1.1445764660789575,1
Mainz,Freiburg,A,6.0,5.0,14.0,3.0,0.762911877394636,1.14625,0.81875,1.2715197956577267,-1
Liverpool,Fulham,H,12.0,5.0,3.0,4.0,1.7804853128991058,0.0,0.6550238447623746,1.2717752234993613,1
Leverkusen,Dortmund,D,6.0,2.0,16.0,1.0,1.6527955067653817,0.4911242603550296,1.4733727810650887,1.398519274955323,0
Man City,Tottenham,D,4.0,4.0,10.0,8.0,2.161506062539885,1.145998356614626,1.4734264585045194,1.1443267389917038,0
West Ham,Crystal Palace,D,3.0,2.0,2.0,3.0,0.8898698647614186,1.1456636005256242,1.1456636005256242,0.6356213319724419,0
Liverpool,Fulham,H,12.0,5.0,3.0,4.0,2.034137007271336,0.49101658728855313,1.1457053703399573,1.5256027554535017,1
Chelsea,Brighton,H,5.0,9.0,5.0,8.0,1.3980364656381488,2.290741956664478,1.6362442547603415,1.1438480173403036,1
Bournemouth,Aston Villa,D,7.0,3.0,7.0,7.0,1.2707111904154984,0.654414177879882,0.9816212668198229,1.0165689523323986,0
Celta,Cadiz,D,7.0,1.0,12.0,1.0,0.508256880733945,1.6358267716535433,0.3271653543307087,0.7623853211009174,0
Celta,Cadiz,D,7.0,1.0,12.0,1.0,0.38122053764810804,1.472297851402329,0.490765950467443,0.6353675627468468,0
Torino,Atalanta,H,5.0,4.0,4.0,3.0,0.5083312101910828,1.3087569694981962,1.6359462118727452,0.6354140127388535,1
Torino,Atalanta,H,5.0,4.0,4.0,3.0,0.8894180567935821,1.3090193506067564,1.3090193506067564,0.6352986119954158,1
Luton,Arsenal,A,4.0,9.0,3.0,8.0,0.7622199592668024,0.8183010823220728,0.6546408658576582,0.5081466395112016,-1
Wolves,Burnley,H,4.0,3.0,6.0,8.0,1.1431225346736227,1.145099967223861,0.6543428384136349,1.651176994528566,1
Wolves,Burnley,H,4.0,3.0,6.0,8.0,1.143206106870229,0.9817109144542773,0.6544739429695182,1.3972519083969466,1
Luton,Arsenal,A,4.0,9.0,3.0,8.0,1.1432896578043505,1.309210095050803,0.9819075712881022,0.635160921002417,-1
Aston Villa,Man City,H,7.0,2.0,6.0,0.0,2.032146490335707,0.817884048476908,2.2900753357353425,1.1430824008138352,1
Crystal Palace,Bournemouth,A,3.0,4.0,3.0,9.0,0.7621106166560712,1.6360956436292171,1.3088765149033736,2.1593134138588685,-1
Fulham,Nott'm Forest,H,6.0,1.0,6.0,1.0,1.1433947870311507,1.1451211525867713,0.654354944335298,1.524526382708201,1
Sheffield United,Liverpool,A,1.0,8.0,2.0,12.0,0.8889199491740788,1.6362148002619514,0.9817288801571709,0.7619313850063533,-1
Aston Villa,Man City,H,7.0,2.0,6.0,0.0,1.651181702668361,0.6544026186579379,2.2904091653027825,1.1431257941550192,1
Man United,Chelsea,H,9.0,3.0,12.0,4.0,0.5080929996188541,1.1454337152209493,2.2908674304418986,1.3972557489518487,1
Marseille,Lyon,H,5.0,1.0,10.0,3.0,0.8891146957957576,0.0,0.9818360333824251,1.0161310809094373,1
Brighton,Brentford,H,7.0,2.0,7.0,3.0,0.7619603859827323,0.9820324005891016,0.8183603338242513,1.0159471813103098,1
Crystal Palace,Bournemouth,A,3.0,4.0,3.0,9.0,0.7619192688499619,1.96413612565445,1.6367801047120418,1.7778116273165776,-1
Marseille,Lyon,H,5.0,1.0,10.0,3.0,0.889083523736989,0.0,0.9819430814524043,1.1431073876618432,1
Fulham,Nott'm Forest,H,6.0,1.0,6.0,1.0,1.3968785687095548,0.9821393523061825,0.6547595682041217,2.158812333460221,1
Sheffield United,Liverpool,A,1.0,8.0,2.0,12.0,0.7616028404767944,1.6372260385999347,0.9823356231599607,0.5077352269845297,-1
Brighton,Brentford,H,7.0,2.0,7.0,3.0,0.76175500887649,0.8185088293001963,0.8185088293001963,1.0156733451686533,1
Man United,Chelsea,H,9.0,3.0,12.0,4.0,0.5078093306288033,1.1459538989700833,1.8007846983815596,1.5234279918864098,1
Brest,Strasbourg,D,3.0,5.0,6.0,0.0,1.3964005069708494,1.145995423340961,0.6548545276234063,1.142509505703422,0
Tottenham,West Ham,A,7.0,5.0,8.0,4.0,0.7617285515143835,1.9646347442392547,1.473476058179441,1.523457103028767,-1
Tottenham,West Ham,A,7.0,5.0,8.0,4.0,0.634820070957932,2.291782388498611,1.636987420356151,1.1426761277242776,-1
Everton,Newcastle,H,6.0,3.0,5.0,2.0,0.634866337260864,1.3094234852196636,0.9820676139147476,1.269732674521728,1
Everton,Newcastle,H,6.0,3.0,5.0,2.0,0.6347517730496454,1.3096847950351136,0.6548423975175568,1.39645390070922,1
Brest,Strasbourg,D,3.0,5.0,6.0,0.0,1.3962020508925181,1.146202841744243,0.8187163155316022,0.8884922142043296,0
Hoffenheim,Bochum,H,7.0,5.0,4.0,5.0,0.8885569620253164,1.8012410189418684,0.8187459177008491,0.507746835443038,1
Juventus,Napoli,H,2.0,1.0,3.0,6.0,0.8883968113374667,0.6550204081632653,1.8013061224489797,0.38074149057320006,1
Montpellier,Lens,D,4.0,5.0,4.0,3.0,0.5076923076923078,1.3103020408163266,0.9827265306122448,0.0,0
Getafe,Valencia,H,6.0,0.0,7.0,0.0,0.8886386639676113,0.49146122448979596,0.9829224489795919,2.031174089068826,1
Montpellier,Lens,D,4.0,5.0,4.0,3.0,0.5078304870335232,1.3108244897959185,0.9831183673469388,0.0,0
Hoffenheim,Bochum,H,7.0,5.0,4.0,5.0,1.1428462998102467,1.4749714285714286,0.8194285714285714,0.6349146110056926,1
Juventus,Napoli,H,2.0,1.0,3.0,6.0,0.8887202832574608,0.6555664381325499,1.3111328762650998,0.3808801213960546,1
Getafe,Valencia,H,6.0,0.0,7.0,0.0,0.8887849285623972,0.32784851452824026,0.6556970290564805,1.9045391326337084,1
Brighton,Burnley,D,11.0,3.0,9.0,1.0,0.8888495575221239,0.8197845249755142,0.4918707149853085,1.2697850821744627,0
Crystal Palace,Liverpool,A,4.0,2.0,6.0,5.0,0.6349386929591707,1.9675534519340623,1.147739513628203,0.38096321577550246,-1
Man United,Bournemouth,A,3.0,4.0,10.0,4.0,0.7619817997977756,0.8197095774188285,1.803361070321423,1.0159757330637007,-1
Brighton,Burnley,D,11.0,3.0,9.0,1.0,0.8891557128412537,0.8194716242661447,0.49168297455968685,1.1432002022244692,0
Crystal Palace,Liverpool,A,4.0,2.0,6.0,5.0,0.6351573360293189,1.9668025436165009,1.311201695744334,0.38109440161759134,-1
Paris SG,Nantes,H,6.0,4.0,5.0,3.0,2.413773060399292,0.6555175224123879,0.6555175224123879,1.9056103108415465,1
Rennes,Monaco,A,5.0,5.0,5.0,5.0,0.8892369883779686,0.8194263363754889,0.6555410691003911,1.5244062657908035,-1
Mallorca,Sevilla,H,3.0,5.0,4.0,12.0,0.25408614374131616,0.3277289019224503,0.9831867057673509,1.0163445749652646,1
Villarreal,Sociedad,A,4.0,5.0,5.0,3.0,1.3975751452386966,1.4750733137829912,1.638970348647768,0.7623137155847436,-1
Aston Villa,Arsenal,H,3.0,5.0,3.0,3.0,1.3978529931800963,0.4915486077186126,1.6384953590620421,0.8895428138418793,1
Wolves,Nott'm Forest,D,4.0,2.0,4.0,3.0,1.016694027023614,0.6555284155674972,0.6555284155674972,2.414648314181083,0
Rennes,Monaco,A,5.0,5.0,5.0,5.0,0.8896717171717171,0.9833279062194724,0.9833279062194724,1.3980555555555556,-1
Paris SG,Nantes,H,6.0,4.0,5.0,3.0,2.2878929428102515,0.8193359375,0.49160156250000003,2.0336826158313346,1
Dortmund,RB Leipzig,A,6.0,8.0,6.0,6.0,1.143884892086331,1.9664768104149712,0.8193653376729048,1.143884892086331,-1
Wolfsburg,Freiburg,A,3.0,1.0,5.0,3.0,1.1438233438485805,1.31060507482108,0.819128171763175,1.0167318611987382,-1
Werder Bremen,Augsburg,H,5.0,1.0,5.0,2.0,0.7627003154574132,1.638315173198894,1.4744836558790047,0.7627003154574132,1
Union Berlin,M'gladbach,H,6.0,4.0,6.0,7.0,0.2542197552668096,1.8025044722719143,1.8025044722719143,2.1608679197678815,1
Heidenheim,Darmstadt,H,7.0,7.0,8.0,3.0,0.7625220680958386,0.819349593495935,0.655479674796748,2.414653215636822,1
Ein Frankfurt,Bayern Munich,H,6.0,6.0,1.0,9.0,1.27064162359763,1.6384915474642392,2.130039011703511,0.12706416235976303,1
Sheffield United,Brentford,H,4.0,4.0,3.0,4.0,0.50803728898967,1.802405330732976,0.6554201202665367,1.270093222474175,1
Alaves,Las Palmas,A,5.0,2.0,12.0,3.0,1.1431666456732585,0.49166260360799613,0.6555501381439949,0.6350925809295881,-1
Betis,Real Madrid,D,6.0,2.0,8.0,6.0,1.0163496662048117,0.16389340266493338,1.8028274293142672,0.3811311248268044,0
Wolves,Nott'm Forest,D,4.0,2.0,4.0,3.0,0.8893702770780856,0.49169780666125096,0.8194963444354183,2.1598992443324936,0
Aston Villa,Arsenal,H,3.0,5.0,3.0,3.0,1.1435587457499057,0.32781026640675764,1.6390513320337883,0.8894345800277043,1
Sheffield United,Brentford,H,4.0,4.0,3.0,4.0,0.38121380005036515,1.6393762183235867,0.3278752436647174,1.3977839335180056,1
Man United,Bournemouth,A,3.0,4.0,10.0,4.0,0.7624826891602668,0.8198505523066927,2.131611435997401,0.25416089638675565,-1
Ein Frankfurt,Bayern Munich,H,6.0,6.0,1.0,9.0,1.6523731587561377,1.803149861990583,1.803149861990583,0.6355281379831298,1
Werder Bremen,Augsburg,H,5.0,1.0,5.0,2.0,0.7623049823855058,1.6392857142857142,0.6557142857142858,0.7623049823855058,1
Wolfsburg,Freiburg,A,3.0,1.0,5.0,3.0,1.0163522012578616,1.1477272727272727,0.8198051948051949,0.7622641509433962,-1
Dortmund,RB Leipzig,A,6.0,8.0,6.0,6.0,1.2706918238993712,2.4595033273819187,0.8198344424606395,1.2706918238993712,-1
Verona,Lazio,D,1.0,5.0,1.0,7.0,0.8894366197183098,2.130953926022064,0.655678131083712,0.762374245472837,0
Heidenheim,Darmstadt,H,7.0,7.0,8.0,3.0,0.8895008173016471,0.32785077047850775,0.6557015409570155,2.6685024519049416,1
Villarreal,Sociedad,A,4.0,5.0,5.0,3.0,1.2704876822523883,1.802951191827469,1.802951191827469,0.5081950729009553,-1
Mallorca,Sevilla,H,3.0,5.0,4.0,12.0,0.38122171945701355,0.32771474878444085,0.6554294975688817,0.8895173453996983,1
Atalanta,Milan,H,7.0,4.0,6.0,4.0,0.7624984290561769,1.3111183144246354,1.4750081037277147,1.0166645720749028,1
Inter,Udinese,H,8.0,1.0,6.0,1.0,1.0164824120603015,0.32773817239144526,0.8193454309786131,0.8894221105527638,1
Inter,Udinese,H,8.0,1.0,6.0,1.0,1.2702159718734305,0.0,0.655605962410888,1.2702159718734305,1
Atalanta,Milan,H,7.0,4.0,6.0,4.0,0.8888805220883533,1.6393389500972133,1.6393389500972133,1.396812248995984,1
Verona,Lazio,D,1.0,5.0,1.0,7.0,0.8887216158574833,1.8030450275348235,0.4917395529640427,0.8887216158574833,0
Alaves,Las Palmas,A,5.0,2.0,12.0,3.0,1.0157551430005018,0.49175708502024285,0.49175708502024285,0.5078775715002509,-1
Betis,Real Madrid,D,6.0,2.0,8.0,6.0,0.8889613647767185,0.16392487046632126,1.8031735751295337,0.38098344204716506,0
Union Berlin,M'gladbach,H,6.0,4.0,6.0,7.0,0.6350181863790292,1.475376396308888,1.803237817710863,2.1590618336886993,1
FC Koln,Mainz,D,3.0,5.0,1.0,7.0,0.6349047141424272,0.8196827452249918,0.6557461961799935,0.5079237713139418,0
Stuttgart,Leverkusen,D,12.0,6.0,8.0,8.0,1.270060180541625,0.8198446099061185,2.2955649077371314,0.6350300902708125,0
Stuttgart,Leverkusen,D,12.0,6.0,8.0,8.0,1.1431365174877774,0.4919242595889302,2.1316717915520313,0.6350758430487652,0
Strasbourg,Le Havre,H,3.0,3.0,4.0,3.0,0.381072950614189,0.6559223300970874,0.6559223300970874,0.2540486337427927,1
Lyon,Toulouse,H,7.0,6.0,2.0,1.0,0.3810526315789473,1.3118912797281994,0.32797281993204985,0.8891228070175438,1
Salernitana,Bologna,A,2.0,5.0,5.0,1.0,0.7619691845170987,1.312150137518201,0.8200938359488756,0.8889640486032818,-1
Monza,Genoa,H,3.0,1.0,2.0,3.0,0.6350200400801603,1.1479864143619603,0.655992236778263,1.2700400801603207,1
Ath Madrid,Almeria,H,4.0,5.0,3.0,15.0,1.2701314965560426,0.49209121785541,0.6561216238072134,1.397144646211647,1
Cadiz,Osasuna,D,5.0,5.0,2.0,4.0,0.5080255415049455,1.8043984476067272,0.6561448900388099,1.7780893952673091,0
Frosinone,Torino,D,5.0,3.0,3.0,8.0,1.270155232849274,0.8202101859337106,0.49212611156022634,0.7620931397095644,0
Nice,Reims,H,5.0,2.0,9.0,0.0,0.8892839258888332,0.0,0.8203718674211802,0.8892839258888332,1
Clermont,Lille,D,5.0,3.0,3.0,6.0,0.2540675844806008,1.1485612673779502,0.8204009052699645,0.1270337922403004,0
Barcelona,Girona,A,11.0,7.0,8.0,3.0,0.8894117647058822,0.6564500484966053,2.133462657613967,0.7623529411764705,-1
Lorient,Marseille,A,9.0,8.0,4.0,6.0,0.7623123123123122,1.14827140549273,0.32807754442649434,0.6352602602602603,-1
FC Koln,Mainz,D,3.0,5.0,1.0,7.0,0.2540905679259445,0.6558605101711334,0.3279302550855667,0.2540905679259445,0
Roma,Fiorentina,D,1.0,8.0,1.0,6.0,1.3977733299974981,0.6559896674200839,0.4919922505650629,0.6353515136352264,0
Metz,Brest,A,3.0,3.0,3.0,2.0,0.7624765478424014,0.4920096852300242,0.9840193704600484,0.8895559724828016,-1
Salernitana,Bologna,A,2.0,5.0,5.0,1.0,0.6355222013758599,1.3120723047127179,0.9840542285345384,0.8897310819262038,-1
Ath Madrid,Almeria,H,4.0,5.0,3.0,15.0,1.271135567783892,0.49196515004840263,0.49196515004840263,1.0169084542271136,1
Cadiz,Osasuna,D,5.0,5.0,2.0,4.0,0.6355338834708677,1.8039361187288272,0.8199709630585578,1.3981745436359092,0
Barcelona,Girona,A,11.0,7.0,8.0,3.0,1.0169271158894861,0.984,2.624,1.0169271158894861,-1
Tottenham,Newcastle,H,12.0,3.0,3.0,6.0,0.6355455568053993,1.9671179883945842,0.32785299806576407,1.5253093363329582,1
Frosinone,Torino,D,5.0,3.0,3.0,8.0,1.0165646470955654,0.6557292506043514,0.3278646253021757,0.7624234853216739,0
Monza,Genoa,H,3.0,1.0,2.0,3.0,0.6354778263585259,0.9837872683319904,0.6558581788879937,1.1438600874453466,1
Luton,Man City,A,2.0,6.0,6.0,3.0,1.398151386460155,1.8039645447219985,1.8039645447219985,1.2710467149637772,-1
Fulham,West Ham,H,8.0,5.0,3.0,6.0,2.0338204071437493,0.8198807797647817,1.6397615595295634,0.8897964281253903,1
Everton,Chelsea,H,5.0,4.0,4.0,8.0,0.8894158761857214,1.1480586434670534,1.312067021105204,1.6517723414877685,1
Tottenham,Newcastle,H,12.0,3.0,3.0,6.0,1.0164212627901175,1.4763653939101016,0.16404059932334464,1.7787372098827052,1
Luton,Man City,A,2.0,6.0,6.0,3.0,1.3971563981042656,1.9685567010309277,1.6404639175257731,1.3971563981042656,-1
Roma,Fiorentina,D,1.0,8.0,1.0,6.0,1.3972565157750343,0.8201288244766506,0.16402576489533013,0.635116598079561,0
Everton,Chelsea,H,5.0,4.0,4.0,8.0,1.0162593516209477,0.9841893414909031,0.6561262276606021,1.7784538653366584,1
Metz,Brest,A,3.0,3.0,3.0,2.0,0.7621540762902019,0.4921912735469328,1.1484463049428433,0.7621540762902019,-1
Fulham,West Ham,H,8.0,5.0,3.0,6.0,2.668062827225131,0.6562781712813909,1.3125563425627818,1.143455497382199,1
Strasbourg,Le Havre,H,3.0,3.0,4.0,3.0,0.5079855487728915,0.4923052157115261,0.8205086928525435,0.5079855487728915,1
Clermont,Lille,D,5.0,3.0,3.0,6.0,0.2539793249470669,0.9846450989859972,0.6564300659906648,0.0,0
Nice,Reims,H,5.0,2.0,9.0,0.0,1.0161165774069,0.16413970706582973,0.8206985353291486,1.0161165774069,1
Lyon,Toulouse,H,7.0,6.0,2.0,1.0,0.635039223010833,0.9848728677180559,0.32829095590601864,0.8890549122151662,1
Lorient,Marseille,A,9.0,8.0,4.0,6.0,0.7619118745332337,1.6417766334084325,0.9850659800450595,0.7619118745332337,-1
Cagliari,Sassuolo,H,6.0,4.0,10.0,4.0,1.2697859631657542,1.1487294950144742,1.8051463493084596,1.3967645594823297,1
Granada,Ath Bilbao,D,4.0,4.0,1.0,8.0,1.0157750684249813,1.6410998552821998,1.3128798842257599,0.8888031848718586,0
Vallecano,Celta,D,4.0,2.0,8.0,1.0,0.7618858066923746,1.3129260450160771,0.9846945337620578,1.142828710038562,0
Vallecano,Celta,D,4.0,2.0,8.0,1.0,0.5080233859932828,0.9848874598070739,0.9848874598070739,1.0160467719865656,0
Empoli,Lecce,D,6.0,5.0,8.0,3.0,0.7621843512874735,2.2985209003215434,1.1492604501607717,1.1432765269312104,0
Granada,Ath Bilbao,D,4.0,4.0,1.0,8.0,0.8892786069651741,1.4776723999357018,1.4776723999357018,0.8892786069651741,0
Cagliari,Sassuolo,H,6.0,4.0,10.0,4.0,1.0163909961447581,0.8209578913532626,1.8061073609771778,1.524586494217137,1
Empoli,Lecce,D,6.0,5.0,8.0,3.0,0.8892950391644907,2.462959987144464,1.1493813273340832,1.143379336068631,0
Genoa,Juventus,D,3.0,4.0,6.0,8.0,0.6352560914967678,0.32840616966580977,1.149421593830334,0.2541024365987071,0
